19xxh:0:FF8244:02:000:Invincibility PL1
19xxh:0:FF82F2:FF:500:Invincibility PL1 (2/2)
19xxh:0:FF83EC:06:000:Infinite Lives PL2
19xxh:0:FF8405:06:000:Infinite Smart Bombs PL2
19xxh:0:FF8344:02:000:Invincibility PL2
19xxh:0:FF83F2:FF:500:Invincibility PL2 (2/2)
19xxh:0:000000:00:999:[These are the codes to set the machine region - the   ]
19xxh:0:000000:00:999:[effectiveness may vary! You have to enable these ASAP ]
19xxh:0:000000:00:999:[- ON or before the ROM check screen!!                 ]
19xxh:0:FF4D6E:00:000:Region Switch = USA
19xxh:0:FF4D6E:01:000:Region Switch = Japan
19xxh:0:FF4D6E:02:000:Region Switch = Asia
19xxh:0:FF4D6E:03:000:Region Switch = Hispanic
19xxh:0:FF4D6E:04:000:Region Switch = Euro
19xxh:0:FF4D6E:05:000:Region Switch = Brazil

; [ 19XX: The War Against Destiny (Japan 951225) ]
19xxj:0:FF4D15:09:000:Infinite Credits
19xxj:0:FF82EC:06:000:Infinite Lives PL1
19xxj:0:FF8305:06:000:Infinite Smart Bombs PL1
19xxj:0:FF8244:02:000:Invincibility PL1
19xxj:0:FF82F2:FF:500:Invincibility PL1 (2/2)
19xxj:0:FF83EC:06:000:Infinite Lives PL2
19xxj:0:FF8405:06:000:Infinite Smart Bombs PL2
19xxj:0:FF8344:02:000:Invincibility PL2
19xxj:0:FF83F2:FF:500:Invincibility PL2 (2/2)
19xxj:0:000000:00:999:[These are the codes to set the machine region - the   ]
19xxj:0:000000:00:999:[effectiveness may vary! You have to enable these ASAP ]
19xxj:0:000000:00:999:[- ON or before the ROM check screen!!                 ]
19xxj:0:FF4D6E:00:000:Region Switch = USA
19xxj:0:FF4D6E:01:000:Region Switch = Japan
19xxj:0:FF4D6E:02:000:Region Switch = Asia
19xxj:0:FF4D6E:03:000:Region Switch = Hispanic
19xxj:0:FF4D6E:04:000:Region Switch = Euro
19xxj:0:FF4D6E:05:000:Region Switch = Brazil

; [ 19XX: The War Against Destiny (Japan 951207) ]
19xxjr1:0:FF4D15:09:000:Infinite Credits
19xxjr1:0:FF82EC:06:000:Infinite Lives PL1
19xxjr1:0:FF8305:06:000:Infinite Smart Bombs PL1
19xxjr1:0:FF8244:02:000:Invincibility PL1
19xxjr1:0:FF82F2:FF:500:Invincibility PL1 (2/2)
19xxjr1:0:FF83EC:06:000:Infinite Lives PL2
19xxjr1:0:FF8405:06:000:Infinite Smart Bombs PL2
19xxjr1:0:FF8344:02:000:Invincibility PL2
19xxjr1:0:FF83F2:FF:500:Invincibility PL2 (2/2)
19xxjr1:0:000000:00:999:[These are the codes to set the machine region - the   ]
19xxjr1:0:000000:00:999:[effectiveness may vary! You have to enable these ASAP ]
19xxjr1:0:000000:00:999:[- ON or before the ROM check screen!!                 ]
19xxjr1:0:FF4D6E:00:000:Region Switch = USA
19xxjr1:0:FF4D6E:01:000:Region Switch = Japan
19xxjr1:0:FF4D6E:02:000:Region Switch = Asia
19xxjr1:0:FF4D6E:03:000:Region Switch = Hispanic
19xxjr1:0:FF4D6E:04:000:Region Switch = Euro
19xxjr1:0:FF4D6E:05:000:Region Switch = Brazil

; [ 2020 Super Baseball (set 1) ]
2020bb:0:104290:59:000:Infinite Game Time
2020bb:0:101986:00:000:Infinite Strikes
2020bb:0:101987:00:000:Infinite Balls
2020bb:0:101988:00:000:Infinite Outs
2020bb:0:101986:02:001:Make the next Strike = 3 Now!
2020bb:0:101988:03:001:Quick Change Now!
2020bb:0:105BA4:02:000:Infinite Select Time
2020bb:0:10198B:00:000:Player 2 Score = 0
2020bb:0:10170B:00:500:Player 2 Score = 0 (2/2)
2020bb:0:101989:11:001:Bottom of Ninth
2020bb:0:101709:11:501:Bottom of Ninth (2/2)
2020bb:0:101709:10:001:Top of Ninth
2020bb:0:101989:10:501:Top of Ninth (2/2)
2020bb:0:000000:00:999:[These 2 cheats work only in]
2020bb:0:000000:00:999:[the world series (game 16).]
2020bb:0:103A0B:00:000:Player 2 Score =0 WS
2020bb:0:103A09:11:001:Bottom of Ninth WS

; [ 2020 Super Baseball (set 2) ]
2020bbh:0:104290:59:000:Infinite Game Time
2020bbh:0:101986:00:000:Infinite Strikes
2020bbh:0:101987:00:000:Infinite Balls
2020bbh:0:101988:00:000:Infinite Outs
2020bbh:0:101986:02:001:Make the next Strike = 3 Now!
2020bbh:0:101988:03:001:Quick Change Now!
2020bbh:0:105BA4:02:000:Infinite Select Time
2020bbh:0:10198B:00:000:Player 2 Score = 0
2020bbh:0:10170B:00:500:Player 2 Score = 0 (2/2)
2020bbh:0:101989:11:001:Bottom of Ninth
2020bbh:0:101709:11:501:Bottom of Ninth (2/2)
2020bbh:0:101709:10:001:Top of Ninth
2020bbh:0:101989:10:501:Top of Ninth (2/2)
2020bbh:0:000000:00:999:[These 2 cheats work only in]
2020bbh:0:000000:00:999:[the world series (game 16).]
2020bbh:0:103A0B:00:000:Player 2 Score =0 WS
2020bbh:0:103A09:11:001:Bottom of Ninth WS

; [ Datsun 280 Zzzap ]
280zzzap:0:2042:9A:000:Infinite Time

; [ 3 Count Bout / Fire Suplex ]
3countb:0:10A19F:59:000:Infinite Time
3countb:0:1037A9:48:000:Infinite Energy PL1:Buggy! This cheat is only partial due to dynamic memory locations - a ROM cheat will be required.
3countb:0:1038A9:48:000:Infinite Energy PL2:Buggy! This cheat is only partial due to dynamic memory locations - a ROM cheat will be required.

; [ Three Stooges ]
3stooges:0:06C6:09:000:Infinite Credits
3stooges:0:0721:04:000:Infinite Lives PL1
3stooges:0:0722:04:000:Infinite Lives PL2
3stooges:0:0723:04:000:Infinite Lives PL3
3stooges:0:08E4:3F:000:Invincibility for Moe
3stooges:0:0894:08:000:Moe Always carries Nothing
3stooges:0:0894:28:000:Moe Always carries a Pie
3stooges:0:0894:88:000:Moe Always carries a Hammer
3stooges:0:0894:08:001:Give Moe Nothing Now!
3stooges:0:0894:28:001:Give Moe a Pie Now!
3stooges:0:0894:88:001:Give Moe a Hammer Now!
3stooges:0:09CA:3F:000:Invincibility for Larry
3stooges:0:097A:08:000:Larry Always carries Nothing
3stooges:0:097A:28:000:Larry Always carries a Pie
3stooges:0:097A:88:000:Larry Always carries a Hammer
3stooges:0:097A:08:001:Give Larry Nothing Now!
3stooges:0:097A:28:001:Give Larry a Pie Now!
3stooges:0:097A:88:001:Give Larry a Hammer Now!
3stooges:0:0AB0:3F:000:Invincibility for Curly
3stooges:0:0A60:08:000:Curly Always carries Nothing
3stooges:0:0A60:28:000:Curly Always carries a Pie
3stooges:0:0A60:88:000:Curly Always carries a Hammer
3stooges:0:0A60:08:001:Give Curly Nothing Now!
