0,0,0,789,0,0,0,0,906,0,0,84,81,81,81,81,81,304,81,81,85,801,0,0,0,0,0,0,0,82
856,0,0,0,0,0,0,0,0,0,905,0,0,0,823,0,790,82,906,0,82,0,905,823,0,0,0,789,0,82
82,0,0,0,0,0,790,0,0,904,0,906,0,0,0,905,0,82,0,790,84,81,81,310,81,93,97,97,95,85
82,0,0,789,0,0,0,0,0,0,0,0,823,0,904,0,0,94,0,0,0,0,823,82,904,0,0,0,0,82
82,0,0,0,0,0,0,0,0,789,0,790,0,0,0,0,0,98,0,0,0,0,0,776,0,0,0,789,0,856
82,0,790,0,0,789,0,0,0,0,0,0,789,0,0,0,789,98,0,0,789,0,0,776,0,0,789,0,790,903
82,0,0,0,0,0,0,0,790,0,0,0,0,0,0,0,0,96,790,0,0,0,0,776,0,0,0,749,0,911
849,81,81,81,832,0,0,811,0,0,811,740,0,856,81,81,81,85,0,787,833,81,81,85,81,81,81,761,911,811

#Connections
2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,10,2,2,2,2,2,2,2,2,2,2,2,2,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,4,2,2,2,2,6,0,0,0,0,9,2,2,2,6,0,0,2,7,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
0,0,0,0,0,0,0,5,2,2,2,11,2,2,2,2,3,0,0,0,9,2,2,2,7,0,0,1,0,1
0,0,0,0,0,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,2,7
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2,2,3,0,1
0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,2,10,2,2,7,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,2,10,2,2,2,2,2,7
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,3,0,0,2,2,2,8,2,2,2,2,0,0

#Tile Types
25,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,24,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,14,0,0,0,15,0,0,0,0,0
0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,27,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,28,0,3,0,4,2,5,18,0,0

#Vehicle Boundaries
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

#Stages
#Stage Type 0,Map,Mode,Goal,Points,Bonus List(Max 10),Name,End World, then mode settings (see sample tour file for details)
#Stage Type 1,Bonus House Name,Sequential/Random Order,Display Text,Powerup List
23
0,On Drugs,0,10,1,0,On Drugs,0,0
0,Secret Civilization,11,30,1,p17,Secret Civilization,0,1,777,1,1,1
0,Childs Play,10,10,1,0,Childs Play,0,15,1,5
0,Bonus I Think,13,3,1,0,Bonus I Think,0,8,3,1
0,Smworld bonus,4,250,1,0,Super Mario World Bonus,0,1,25
0,Bonus circus,5,100,1,0,Bonus Circus,0,15,10,0,5,10,3,5,0,0,0
0,Bonus Cave,6,10,1,0,Bonus Cave,0,1,0,0,0,1,0,0,0,10
0,Bonus Paradise,14,200,1,0,Bonus Paradise,0
0,Bonus Puzzle,15,10,1,0,Bonus Puzzle,0,8,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0
0,Bonusful,7,5,1,0,Bonusful,0,0,0,1,0,1,0
0,Grassy Bonus,5,15,1,0,Grassy Bonus,0,150,10,2,0,1,1,1,5,1,1
0,Rotting like a Bonus Room,3,15,1,0,Rotting Away,0,0,1,0,20
0,Bawnus,1,25,3,0,Bawnus,1,0,0
1,Toad's House,1,||Pick an item to help you on your way!||,p1,p5,p8
1,Toad's House,1,||Pick an item to help you on your way!||,p2,p11,p9
1,Toad's House,1,||Pick an item to help you on your way!||,p3,p19,p16
1,Toad's House,1,||Pick an item to help you on your way!||,p18,w1,w12
1,Toad's Gold House,1,||Too Much Good Stuff (tm)||,p4,p6,p14,p16,w14
1,Toad's Gold House,1,||Too Much Good Stuff (tm)||,p4,p6,p14,p16,w14
1,Red Palace Switch,0,||Here is an item that you need!||,w5
1,Yellow Palace Switch,0,||Here is an item that you need!||,w6
1,Green Palace Switch,0,||Here is an item that you need!||,w7
1,Blue Palace Switch,0,||Here is an item that you need!||,w8

#Warps
#location 1 x, y, location 2 x, y
2
29,5,0,20
24,3,3,0

#Vehicles
#Sprite,Stage Type, Start Column, Start Row, Min Moves, Max Moves, Sprite Paces, Sprite Direction, Boundary
0

#Initial Items
w9,w4,w9,w1,w9
